CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15601339,416,France,Female,25,8,116642.68,2,1,1,139493.37,0
15601340,525,France,Female,73,6,0.0,1,1,1,57486.46,0
15601341,670,France,Male,46,6,0.0,3,1,1,86128.48,0
15601342,521,Germany,Male,57,2,115850.33,1,1,0,78343.98,0
15601343,827,Spain,Male,36,0,0.0,1,0,0,93716.49,0
15601344,604,Spain,Female,23,4,96602.14,3,0,0,134470.15,1
15601345,412,France,Female,61,7,106078.42,1,0,0,132078.01,0
15601346,651,France,Female,56,4,112590.74,2,1,0,147439.08,0
15601347,752,France,Male,65,9,112692.03,1,1,0,86329.85,1
15601348,595,Germany,Male,58,2,101082.61,1,0,1,139532.67,1
15601349,541,France,Male,38,8,105160.55,3,1,1,80130.78,1
15601350,816,Germany,Female,74,1,108225.64,1,0,1,20994.52,0
15601351,678,Spain,Male,39,2,89253.89,2,1,0,34736.31,0
15601352,420,France,Female,59,3,0.0,1,1,0,60088.12,1
15601353,715,Spain,Male,27,9,101369.9,2,1,0,112936.78,0
15601354,578,France,Male,27,0,88858.81,2,1,1,25985.15,0
15601355,783,Germany,Male,69,10,71910.56,2,1,0,63809.52,0
15601356,412,Germany,Male,46,3,158623.84,3,1,0,147618.74,0
15601357,646,France,Male,33,3,0.0,1,1,0,121066.85,0
15601358,594,France,Male,18,8,0.0,2,1,1,92219.42,0
15601359,356,Spain,Male,34,7,99409.24,2,1,0,23338.98,0
15601360,742,Germany,Female,47,1,71855.79,1,0,0,16973.55,0
15601361,609,France,Male,43,6,0.0,2,1,1,29208.51,0
15601362,438,Spain,Female,70,5,106825.68,2,0,1,59162.56,0
15601363,526,Spain,Male,63,6,107701.6,2,1,0,96863.1,1
15601364,553,Spain,Male,36,10,0.0,1,1,1,41659.82,0
15601365,483,France,Male,70,3,101316.38,1,1,0,21905.4,0
15601366,431,Spain,Female,38,4,0.0,1,0,1,27264.52,0
15601367,837,Germany,Female,34,5,89602.38,1,1,1,72617.32,0
15601368,370,France,Male,63,8,0.0,1,1,1,119372.15,0
15601369,748,France,Male,57,1,99313.03,2,1,0,125846.82,1
15601370,477,Germany,Male,38,10,140223.52,1,1,1,54292.08,0
15601371,544,France,Female,70,8,0.0,2,1,1,104564.15,0
15601372,543,Germany,Male,58,9,78620.09,2,1,1,68015.82,0
15601373,533,France,Male,57,0,80405.77,1,0,1,146289.21,0
15601374,596,France,Female,62,3,0.0,1,1,0,69669.72,0
15601375,710,Germany,Female,66,4,167241.51,2,1,0,68446.99,1
15601376,709,France,Male,36,8,0.0,2,1,1,82711.63,0
15601377,673,Spain,Male,24,5,0.0,2,1,0,18442.84,0
15601378,509,France,Male,34,3,115724.16,2,1,0,71420.32,0
15601379,543,Spain,Male,18,1,102369.35,1,0,0,126875.58,0
15601380,459,France,Male,54,4,110395.85,1,1,0,97631.07,1
15601381,762,France,Male,74,7,0.0,2,0,1,145871.85,0
15601382,415,Germany,Female,23,7,101741.02,1,1,1,58959.09,0
15601383,767,France,Female,43,5,109788.82,1,1,1,36805.78,0
15601384,603,Spain,Male,19,10,0.0,1,0,1,116327.81,0
15601385,632,France,Male,49,0,95418.25,2,1,1,20893.69,1
15601386,409,Germany,Male,74,7,100781.7,2,1,1,36540.04,0
15601387,467,France,Male,65,3,113540.05,2,1,0,83438.21,1
15601388,772,Germany,Female,71,1,134953.41,1,1,1,116727.72,0
15601389,393,France,Male,22,0,95091.85,2,1,1,96130.95,0
15601390,835,France,Female,54,6,87189.73,4,0,1,149310.5,1
15601391,559,France,Female,48,1,99814.31,2,0,0,103416.95,0
15601392,385,France,Male,29,3,90096.16,2,1,0,112870.59,0
15601393,368,Spain,Male,52,3,0.0,1,1,1,149178.66,0
15601394,440,France,Male,47,9,0.0,2,1,1,94982.44,1
15601395,650,Germany,Female,65,0,65018.55,1,1,1,111473.48,0
15601396,561,France,Male,23,1,0.0,1,1,1,55274.22,0
15601397,754,France,Female,32,0,91372.98,1,1,0,87461.99,0
15601398,756,Spain,Female,32,5,83686.51,1,1,0,138113.57,1
15601399,571,Spain,Male,33,2,0.0,2,1,1,130198.46,0
15601400,566,France,Male,37,0,114174.06,2,0,0,56348.87,0
15601401,572,France,Male,30,7,118834.46,2,1,0,63224.42,0
15601402,760,France,Female,61,3,0.0,1,1,1,129260.44,0
15601403,447,Spain,Male,59,9,105818.58,2,1,1,53430.98,0
15601404,805,Spain,Female,63,6,116939.87,2,1,0,134828.43,0
15601405,368,France,Male,48,9,117855.73,2,0,1,119458.87,0
15601406,646,Germany,Female,51,1,84377.74,1,1,1,35568.13,0
15601407,375,Germany,Female,46,5,182459.87,1,1,1,112168.27,0
15601408,377,Spain,Male,20,5,106868.13,2,0,1,127634.13,0
15601409,413,Germany,Male,26,6,62979.88,2,1,1,34486.27,0
15601410,673,France,Female,28,0,97180.68,3,1,1,76742.09,0
15601411,572,France,Female,28,0,105426.51,1,1,0,131454.8,1
15601412,429,France,Male,42,1,101885.1,2,0,0,41817.75,1
15601413,400,France,Female,39,10,112845.07,1,1,0,75627.03,0
15601414,807,Spain,Female,59,1,112756.09,1,0,0,97723.98,0
15601415,451,Germany,Female,63,4,192904.72,2,1,0,28129.07,0
15601416,525,France,Female,26,0,80879.76,2,1,0,43627.53,0
15601417,359,France,Male,37,10,94773.2,2,1,1,78008.6,0
15601418,586,France,Male,38,1,0.0,1,1,0,65446.98,0
15601419,806,Germany,Male,27,5,66964.57,1,1,0,58844.76,0
15601420,772,France,Male,39,2,0.0,1,1,0,18559.55,0
15601421,449,Spain,Male,46,3,0.0,1,0,0,140271.22,0
15601422,848,France,Female,26,0,0.0,2,1,0,132642.08,0
15601423,727,France,Female,22,4,0.0,2,0,0,68003.63,1
15601424,577,Germany,Female,57,3,86716.92,2,1,1,39485.62,0
15601425,752,Germany,Female,28,7,158181.02,2,1,0,24321.18,0
15601426,413,France,Male,18,2,0.0,2,1,1,31630.36,0
15601427,729,Germany,Male,70,9,168572.19,2,0,1,96273.04,0
15601428,368,Spain,Female,59,0,84729.42,1,0,0,114078.82,1
15601429,681,Germany,Male,18,9,104296.69,1,1,0,36116.97,0
15601430,667,France,Male,71,4,118094.42,1,1,0,30226.71,1
15601431,490,Spain,Male,56,0,101700.52,2,0,1,108295.65,1
15601432,374,France,Male,63,10,0.0,2,1,1,84798.02,0
15601433,577,Spain,Male,22,4,112656.85,2,1,0,65197.96,1
15601434,438,France,Male,66,8,111973.6,2,1,0,112872.17,0
15601435,441,France,Male,39,4,0.0,2,1,0,76516.4,0
15601436,391,France,Male,43,1,109639.82,1,1,0,77791.42,0
15601437,722,Spain,Female,70,1,117977.98,1,1,1,17125.07,0
15601438,644,France,Female,23,9,108026.09,1,0,1,57661.25,0
15601439,763,Spain,Male,49,8,113457.72,4,1,1,15679.68,1
15601440,738,Germany,Female,65,4,178029.72,1,1,1,139719.39,0
15601441,430,France,Female,28,10,92762.77,2,0,0,54681.78,1
15601442,751,Spain,Male,27,7,107049.57,2,1,0,39370.21,0
15601443,456,France,Female,64,9,99688.0,1,0,1,27271.14,0
15601444,460,Germany,Male,56,3,147962.63,2,1,1,21295.86,0
15601445,626,France,Male,72,1,118975.28,2,0,1,134611.23,0
15601446,563,Spain,Male,51,3,112792.08,2,1,0,37749.23,0
15601447,580,Germany,Male,48,10,135652.96,2,1,1,98360.46,1
15601448,655,Germany,Female,29,3,121987.52,1,0,1,102914.44,0
15601449,470,Spain,Male,68,10,115830.22,2,1,0,57868.5,0
15601450,483,France,Male,61,8,93197.35,1,0,1,127488.23,0
15601451,655,Spain,Male,33,9,84721.52,1,1,0,43894.08,0
15601452,557,Germany,Female,55,10,125836.95,2,1,1,24646.83,0
15601453,799,Spain,Female,20,5,0.0,1,1,1,24253.16,0
15601454,720,France,Male,19,9,0.0,2,1,1,55557.62,0
15601455,606,Germany,Female,69,5,166170.23,1,0,0,77538.28,1
15601456,534,Spain,Male,22,4,117105.3,2,1,1,99964.03,0
15601457,635,Spain,Female,28,5,0.0,1,1,0,113375.62,0
15601458,791,France,Female,42,0,0.0,3,1,0,39123.28,1
15601459,712,Spain,Female,52,4,110364.57,1,1,0,107329.61,1
15601460,529,France,Female,52,5,108799.13,1,1,1,39642.91,1
15601461,770,Spain,Male,39,7,94205.43,2,1,0,149621.06,1
15601462,397,France,Male,54,3,111350.39,3,1,1,144474.19,0
15601463,436,Spain,Female,39,4,99331.86,3,1,0,28825.01,0
15601464,734,Germany,Male,72,3,55527.77,1,1,0,103441.21,1
15601465,368,France,Female,28,6,0.0,2,0,1,136941.03,0
15601466,395,Germany,Male,49,9,187848.71,2,0,0,25894.83,1
15601467,800,France,Female,52,5,0.0,2,1,0,31737.51,0
15601468,735,Germany,Male,48,3,167215.18,1,1,0,61844.68,1
15601469,405,Germany,Male,62,5,118632.08,1,0,0,27923.35,0
15601470,578,Spain,Male,70,3,101189.4,2,0,1,134554.94,0
15601471,494,Spain,Male,25,7,112087.68,2,1,1,133198.55,0
15601472,441,Germany,Male,37,10,148561.11,2,1,1,143076.21,1
15601473,431,France,Male,59,2,118316.21,2,1,1,42673.93,0
15601474,574,France,Male,51,7,94778.22,2,0,1,21122.41,0
15601475,428,Spain,Male,21,1,82282.02,1,1,0,75024.78,0
15601476,499,Germany,Male,35,5,185518.32,2,1,1,133874.69,1
15601477,710,Germany,Female,68,7,148895.31,2,1,1,101190.32,0
15601478,632,Germany,Male,21,0,159883.38,1,1,0,149772.81,1
15601479,660,France,Female,37,5,93055.65,2,0,0,137267.7,1
15601480,834,Germany,Male,26,8,140690.08,2,1,1,68021.31,0
15601481,509,France,Male,33,9,99291.04,3,1,0,20336.97,0
15601482,665,Spain,Male,43,9,0.0,1,0,1,15698.13,0
15601483,714,France,Female,55,1,103155.46,2,1,1,101967.83,0
15601484,816,France,Female,42,10,0.0,3,1,1,138628.4,1
15601485,505,France,Male,21,0,0.0,1,1,1,74971.08,1
15601486,505,France,Male,58,1,84318.2,2,1,1,133029.43,1
15601487,725,Spain,Female,62,4,0.0,4,1,0,91510.02,1
15601488,551,France,Female,58,5,109370.24,2,1,0,28232.66,0
15601489,817,France,Male,55,0,0.0,4,1,1,122772.57,0
15601490,758,France,Male,70,6,90820.78,2,1,0,81500.19,1
15601491,690,France,Female,36,10,83684.67,1,1,1,21893.63,0
15601492,811,France,Female,31,3,0.0,1,0,0,124971.48,0
15601493,691,France,Female,38,8,103733.71,2,1,1,117283.33,0
15601494,466,Spain,Male,32,5,98629.52,1,0,1,76733.78,0
15601495,503,Spain,Female,20,8,0.0,2,1,0,17627.67,1
15601496,713,Spain,Female,54,0,0.0,1,1,1,61836.46,1
15601497,680,France,Female,70,3,106394.23,4,1,0,73718.36,0
15601498,468,France,Female,67,1,0.0,1,0,1,37317.51,1
15601499,548,Germany,Male,63,5,66543.06,2,1,1,36722.15,1
15601500,750,Spain,Female,33,3,110967.87,2,1,0,37542.41,0
15601501,815,France,Female,31,8,0.0,2,1,0,65027.91,0
15601502,612,France,Male,26,2,92381.34,1,1,0,125368.44,0
15601503,533,France,Female,64,0,119648.64,3,1,0,117513.26,1
15601504,797,France,Female,24,10,117425.49,1,1,0,16365.44,1
15601505,497,France,Male,31,10,0.0,1,1,0,16301.75,0
15601506,515,Spain,Male,23,0,85266.9,2,0,0,25489.02,0
15601507,424,Spain,Male,38,8,0.0,2,0,0,77988.54,1
15601508,585,Spain,Male,32,8,0.0,2,1,1,134999.1,0
15601509,663,Germany,Male,69,4,149301.38,2,1,1,39604.71,1
15601510,621,Germany,Female,25,1,117876.1,1,1,0,79367.44,0
15601511,528,Spain,Male,51,8,0.0,1,1,1,20500.91,0
15601512,632,Germany,Male,57,7,154311.25,1,1,1,17744.07,0
15601513,400,France,Male,18,10,0.0,3,1,0,16010.11,0
15601514,424,France,Male,49,9,0.0,2,1,1,114451.92,0
15601515,493,France,Female,66,9,0.0,1,1,1,18216.36,0
15601516,692,Spain,Male,68,5,0.0,1,1,1,51965.1,0
15601517,537,Germany,Male,22,6,62028.82,1,1,1,102081.47,0
15601518,472,France,Male,47,5,0.0,2,0,1,98517.87,0
15601519,681,Germany,Female,39,4,147495.59,1,0,0,22444.54,0
15601520,600,France,Female,37,3,0.0,2,1,0,49650.01,0
15601521,645,Germany,Female,33,6,88186.6,1,1,1,101308.5,0
15601522,672,France,Male,24,3,0.0,2,1,0,67953.18,0
15601523,479,France,Female,24,9,82641.76,1,0,0,77886.08,0
15601524,601,France,Female,67,9,82473.88,1,1,0,42956.57,1
15601525,707,France,Male,67,9,0.0,2,1,0,20097.25,0
15601526,781,France,Female,19,8,0.0,2,1,0,61602.38,0
15601527,529,France,Male,64,4,103245.35,2,0,0,107202.84,1
15601528,757,Germany,Female,31,7,178717.46,1,1,1,118481.48,0
15601529,698,Spain,Male,48,5,105365.68,2,0,0,94991.54,0
15601530,844,France,Male,67,3,94293.89,1,1,0,68082.13,1
15601531,459,Spain,Male,58,2,0.0,2,1,0,93723.33,1
15601532,831,Spain,Male,31,10,0.0,1,1,1,110173.47,0
15601533,817,France,Female,22,5,0.0,1,1,1,116961.69,0
15601534,687,France,Female,28,0,0.0,1,1,0,27755.59,0
15601535,427,France,Female,57,1,0.0,1,1,0,123402.8,0
15601536,815,France,Male,22,6,0.0,1,1,1,23569.31,0
15601537,351,Spain,Male,46,3,112046.26,2,1,1,132511.76,0
15601538,670,France,Male,28,4,90039.59,1,1,0,67952.51,0
15601539,625,Spain,Male,22,10,0.0,1,1,1,88834.51,0
15601540,639,Spain,Female,66,9,100016.02,1,1,0,54147.64,0
15601541,646,France,Male,71,0,0.0,1,1,0,72599.64,0
15601542,518,Spain,Male,49,1,0.0,1,1,1,129101.16,0
15601543,589,France,Female,53,3,90117.57,1,1,0,54919.0,1
15601544,808,Germany,Male,32,7,103232.63,1,1,1,91164.33,1
15601545,824,France,Female,36,9,99188.64,2,0,0,102355.68,0
15601546,372,Germany,Male,39,3,76793.21,2,1,1,34765.11,0
15601547,643,Spain,Male,51,2,0.0,2,1,0,120005.17,1
15601548,521,France,Female,73,2,99404.55,2,1,0,149874.12,0
15601549,672,Spain,Female,34,4,0.0,3,1,0,35933.3,0
15601550,667,Germany,Female,29,2,144257.76,1,0,0,118664.4,1
15601551,745,Spain,Male,42,7,116889.63,1,1,0,34854.87,0
15601552,635,Germany,Male,73,4,183391.66,3,0,0,143284.59,1
15601553,828,Germany,Female,34,6,93343.03,2,0,0,70483.05,0
15601554,692,France,Male,27,10,0.0,2,0,1,147288.79,0
15601555,542,France,Male,45,7,0.0,2,0,1,24168.9,0
15601556,518,Spain,Female,74,4,0.0,2,1,0,121782.45,0
15601557,753,France,Female,35,7,107171.88,2,0,0,78906.04,0
15601558,467,Germany,Male,68,2,172369.41,2,1,1,54081.69,1
15601559,355,Germany,Male,35,6,55465.92,1,1,1,115964.89,0
15601560,680,France,Female,62,7,0.0,2,1,0,100769.38,0
15601561,832,France,Female,49,6,91409.56,3,0,0,136889.46,0
15601562,481,Germany,Female,31,1,152578.96,2,1,1,48589.31,0
15601563,442,France,Male,73,7,0.0,1,0,0,141865.63,1
15601564,600,Germany,Female,33,5,149240.73,2,1,0,101652.21,1
15601565,359,France,Female,67,9,0.0,1,1,1,75808.6,0
15601566,400,Spain,Male,35,2,97750.39,3,1,0,22172.73,0
15601567,698,France,Male,33,3,0.0,2,1,0,118298.78,0
15601568,643,Spain,Female,34,6,85921.54,1,0,1,130884.22,0
15601569,478,France,Female,24,2,98651.84,2,0,0,124293.92,0
15601570,837,Spain,Male,29,0,81433.35,2,1,1,114314.92,0
15601571,741,France,Female,51,5,106816.27,1,0,1,145870.51,1
15601572,598,Spain,Female,27,2,0.0,1,1,1,129628.88,0
15601573,451,Germany,Male,22,10,105106.53,1,1,1,140263.67,0
15601574,686,France,Female,38,9,113793.06,2,1,1,113614.64,0
15601575,432,France,Male,20,5,97718.21,1,1,1,125727.97,0
15601576,540,France,Male,36,9,0.0,2,0,0,54036.36,0
15601577,766,Spain,Female,62,2,103703.38,1,0,0,105301.39,0
15601578,492,Spain,Female,61,5,100771.33,1,0,1,42747.74,0
15601579,586,Spain,Male,52,10,96436.33,1,0,1,24351.51,0
15601580,636,France,Male,23,3,116216.68,1,0,0,93199.61,0
15601581,626,France,Male,31,3,109978.32,3,1,1,120692.71,0
15601582,736,Spain,Male,21,9,86063.71,4,0,0,26172.3,0
15601583,731,France,Female,62,9,102830.99,1,1,1,39473.03,0
15601584,799,Germany,Male,68,10,141033.3,1,1,1,27550.6,1
15601585,640,France,Female,35,1,89786.16,3,0,1,100614.03,0
15601586,518,Spain,Male,46,3,0.0,1,1,1,25732.78,0
15601587,792,France,Female,52,10,0.0,1,1,1,27594.9,0
15601588,493,France,Female,69,3,115684.24,1,1,1,50662.59,0
15601589,533,Spain,Male,55,10,86639.96,2,1,1,51481.71,0
15601590,394,Spain,Male,33,6,88213.67,1,1,0,90262.99,0
15601591,592,Germany,Female,37,4,118967.37,2,1,0,19345.16,0
15601592,664,France,Female,41,7,94653.03,2,0,1,98071.53,0
15601593,783,France,Male,52,6,109811.09,1,1,1,70580.6,0
15601594,818,Spain,Male,61,9,0.0,1,1,1,39128.8,0
15601595,617,Spain,Female,68,8,102129.98,3,1,1,103201.75,1
15601596,825,France,Female,36,7,104095.02,2,1,1,59505.98,0
15601597,602,France,Female,73,8,0.0,2,1,1,126711.07,0
15601598,745,France,Male,21,0,0.0,1,1,1,148573.39,0
15601599,638,Germany,Male,50,9,164537.78,1,0,0,120168.9,0
15601600,561,France,Male,19,2,112117.04,2,1,0,115303.65,0
15601601,837,France,Male,30,4,0.0,1,1,1,62945.72,0
15601602,526,France,Female,62,8,108883.13,3,1,0,87171.77,1
15601603,370,France,Male,47,7,114992.95,1,0,1,22111.98,0
15601604,665,France,Male,51,9,81288.59,2,1,0,113190.26,1
15601605,401,Spain,Female,47,6,0.0,1,1,0,106130.44,0
15601606,787,France,Female,68,1,119575.23,2,1,0,51362.52,1
15601607,772,Germany,Male,71,10,120340.34,2,0,1,87108.42,0
15601608,582,France,Male,41,5,0.0,1,1,0,106707.37,0
15601609,782,Spain,Female,65,3,0.0,1,1,1,64665.7,0
15601610,472,Germany,Male,61,4,111263.23,2,1,0,112957.09,1
15601611,711,Spain,Male,50,4,0.0,3,0,1,122556.2,0
15601612,797,Spain,Female,58,3,0.0,2,1,0,45177.46,0
15601613,449,France,Female,66,3,0.0,1,1,0,55669.31,0
15601614,563,France,Female,27,3,83280.72,2,1,0,69210.99,0
15601615,759,Spain,Male,35,10,81686.88,1,1,1,46816.55,0
15601616,676,Germany,Female,36,1,151159.51,1,1,0,119707.02,0
15601617,484,Spain,Female,24,0,0.0,1,1,0,92198.77,0
15601618,805,Spain,Male,74,1,117252.97,1,1,0,66313.88,0
15601619,667,Spain,Male,36,6,0.0,1,1,0,17168.35,0
15601620,567,France,Female,41,0,0.0,2,0,1,58992.6,0
15601621,437,France,Female,32,5,0.0,1,1,0,127927.77,1
15601622,629,Spain,Male,58,3,108059.43,1,0,0,115374.06,0
15601623,389,Germany,Male,59,1,103555.3,1,0,1,24096.18,0
15601624,589,France,Male,40,2,0.0,2,1,0,123195.12,0
15601625,681,Spain,Female,69,6,0.0,1,1,0,39172.39,0
15601626,780,France,Male,69,5,86365.74,1,1,1,148252.25,0
15601627,485,Spain,Male,21,5,113752.61,1,1,1,132253.83,0
15601628,531,France,Male,55,7,81784.56,1,1,1,138290.17,0
15601629,614,France,Male,21,7,0.0,1,1,0,118875.8,0
15601630,608,Germany,Female,22,5,88542.28,1,0,0,110954.87,1
15601631,531,France,Female,58,0,0.0,1,1,0,47999.04,0
15601632,370,Spain,Male,61,9,111438.92,1,1,1,94163.79,0
15601633,700,Germany,Male,40,6,64039.67,1,0,1,109017.36,0
15601634,781,Germany,Male,57,7,91365.31,2,1,0,53891.65,1
15601635,780,France,Female,70,4,117254.78,2,1,0,68771.58,0
15601636,821,France,Male,54,10,101555.34,2,1,0,142851.79,0
15601637,545,France,Male,28,3,0.0,3,1,1,70074.26,1
15601638,561,Germany,Female,72,6,61991.41,3,0,1,57576.36,1
15601639,796,Germany,Female,28,10,106882.01,1,1,1,29473.69,0
15601640,365,Spain,Male,30,5,116293.95,1,1,0,61081.08,0
15601641,551,Germany,Male,31,5,101695.73,2,1,1,97639.31,0
15601642,712,Spain,Male,25,2,108219.36,1,1,0,34943.83,1
15601643,567,Spain,Male,42,10,0.0,2,0,0,96713.68,0
15601644,442,France,Female,35,9,118778.99,3,1,0,115061.4,0
15601645,482,Germany,Female,68,3,125495.12,2,0,1,118712.94,0
15601646,488,France,Male,61,4,91325.41,1,1,0,147949.16,0
15601647,506,Germany,Male,61,8,93323.7,2,0,0,73665.82,1
15601648,842,Germany,Male,35,7,89628.29,1,1,1,19378.41,0
15601649,684,Spain,Male,27,2,0.0,3,1,1,130383.13,0
15601650,419,France,Female,24,5,0.0,1,1,1,26274.43,0
15601651,653,France,Male,67,9,106079.35,1,1,0,131323.72,0
15601652,364,France,Female,61,0,0.0,2,1,1,147664.56,0
15601653,584,France,Female,31,2,81590.3,1,1,1,137421.11,0
15601654,561,France,Female,32,9,90145.43,1,0,1,145141.42,0
15601655,639,Germany,Female,33,6,64266.41,1,1,1,18150.35,0
15601656,409,Spain,Female,19,6,0.0,1,1,0,16534.93,0
15601657,601,France,Female,47,1,111087.8,3,1,1,43390.2,1
15601658,795,France,Female,47,2,0.0,1,1,1,122826.16,0
15601659,351,France,Female,35,6,82057.85,1,1,1,27070.98,0
15601660,585,Spain,Male,48,5,114022.4,2,1,0,115779.96,0
15601661,685,Spain,Female,61,6,0.0,1,1,0,16695.61,0
15601662,368,Germany,Female,65,9,128263.47,2,1,1,113698.41,0
15601663,831,France,Male,30,8,83769.03,1,1,1,48759.35,0
15601664,398,Germany,Male,37,7,171961.0,1,1,1,74459.25,0
15601665,427,Germany,Male,66,5,165006.39,1,1,1,146828.23,0
15601666,821,France,Female,67,3,88099.74,1,0,0,89484.24,0
15601667,377,Germany,Male,52,9,118959.02,2,1,1,25074.19,0
15601668,397,France,Female,40,8,0.0,1,0,1,132872.78,0
15601669,445,Germany,Female,59,6,75820.55,2,1,1,58695.09,0
15601670,514,France,Female,50,4,108003.46,2,1,1,94022.7,1
15601671,807,Germany,Male,55,1,162976.02,1,1,1,111089.22,0
15601672,782,Germany,Female,52,8,195844.79,3,1,0,119964.28,1
15601673,714,Germany,Female,68,6,78527.98,1,0,0,73386.88,1
15601674,525,Germany,Female,53,8,68439.02,2,1,1,119366.83,0
15601675,422,France,Male,37,10,101116.09,1,1,0,30780.73,0
15601676,821,France,Male,72,8,113251.75,1,1,0,85965.29,0
15601677,705,France,Female,20,9,90031.6,3,1,1,17954.54,0
15601678,378,France,Male,25,4,98425.51,3,0,1,69846.6,0
15601679,793,Spain,Male,57,6,0.0,2,1,0,64243.45,1
15601680,506,France,Male,49,4,96168.03,1,1,0,147047.9,0
15601681,663,Germany,Female,46,2,151003.43,3,0,1,68709.56,0
15601682,653,Spain,Male,24,9,116429.16,2,1,1,137457.44,0
15601683,628,Germany,Female,19,7,172303.12,1,1,0,73765.47,0
15601684,632,France,Male,38,7,0.0,1,1,1,87007.35,0
15601685,828,Germany,Female,23,8,75678.75,2,1,0,62346.68,0
15601686,840,Germany,Female,45,10,144607.31,2,1,0,101402.1,0
15601687,356,France,Female,65,5,83149.35,3,1,0,114781.24,1
15601688,654,Spain,Male,59,1,0.0,1,1,1,121793.1,0
15601689,531,Germany,Female,53,2,90039.83,2,1,1,108681.84,0
15601690,458,France,Male,49,10,117438.94,1,1,0,59542.92,0
15601691,673,Spain,Female,62,9,105504.52,2,1,1,59630.44,0
15601692,555,France,Male,59,10,119201.72,2,0,0,61967.56,0
15601693,583,France,Male,70,5,0.0,1,1,1,20107.24,1
15601694,775,France,Male,63,0,84219.35,2,1,0,142312.02,0
15601695,807,France,Male,26,1,114089.15,1,0,1,41422.91,0
15601696,536,France,Male,28,7,0.0,1,1,1,36493.18,0
15601697,777,France,Female,40,10,0.0,1,0,1,89567.85,0
15601698,831,Germany,Male,67,7,137314.39,2,1,0,21401.1,0
15601699,759,Spain,Female,28,5,108309.0,1,0,0,128108.85,0
15601700,756,Germany,Male,66,2,144810.97,1,0,1,133287.07,0
15601701,678,France,Male,19,1,0.0,1,0,0,68704.33,0
15601702,706,France,Female,20,5,0.0,2,0,1,146141.52,0
15601703,357,Spain,Female,28,0,0.0,1,0,0,58774.73,0
15601704,402,France,Male,67,9,96502.98,2,1,0,50131.88,0
15601705,747,France,Male,52,5,115569.12,3,1,1,148608.04,1
15601706,548,Spain,Male,32,8,108783.21,1,1,0,48791.2,0
15601707,740,France,Male,60,6,0.0,2,0,1,74974.08,1
15601708,486,Spain,Male,28,8,119567.65,1,0,1,97602.18,0
15601709,608,Spain,Male,48,1,84656.59,1,0,1,58541.57,0
15601710,683,France,Female,45,10,94823.19,1,1,1,66869.28,1
15601711,750,France,Female,45,4,112261.88,2,1,0,112302.46,1
15601712,847,Germany,Male,49,8,73231.49,3,1,1,112608.39,0
15601713,521,France,Male,42,6,101631.24,2,0,1,123488.5,0
15601714,435,France,Male,37,8,114335.92,3,1,0,95149.73,1
15601715,395,Germany,Female,45,10,62705.12,3,1,1,46525.72,1
15601716,695,France,Female,42,5,117580.76,1,1,1,59969.77,0
15601717,535,Spain,Female,28,6,0.0,1,0,1,136595.41,0
15601718,505,Germany,Female,36,9,115329.87,1,0,1,114053.33,0
15601719,842,France,Female,45,4,110671.65,2,1,1,26883.83,0
15601720,747,France,Male,18,5,0.0,1,0,0,116738.22,1
15601721,358,France,Female,22,0,110914.57,2,1,0,59638.78,0
15601722,464,France,Male,27,0,99260.87,2,0,1,18135.64,0
15601723,503,France,Female,59,1,114410.92,2,0,1,80303.8,0
15601724,479,Spain,Male,63,10,88504.26,1,0,1,134258.49,0
15601725,680,France,Female,51,3,106906.32,1,0,0,74987.17,1
15601726,430,Spain,Female,53,10,111444.77,1,1,1,148488.03,1
15601727,733,Germany,Female,19,8,96765.62,3,0,1,39040.33,1
15601728,639,Germany,Male,35,6,96414.05,1,0,1,62371.15,0
15601729,496,Spain,Male,30,5,118319.42,2,1,0,17243.54,0
15601730,644,France,Male,68,0,104643.14,4,0,1,21797.78,0
15601731,815,Spain,Female,22,4,111394.02,1,0,1,62832.78,0
15601732,618,Spain,Male,37,10,0.0,1,0,0,86332.4,0
15601733,482,France,Female,19,3,103924.13,2,0,1,47007.7,0
15601734,399,France,Female,28,4,0.0,2,1,0,37472.15,0
15601735,372,Germany,Male,47,10,144621.51,3,0,1,71790.92,0
15601736,727,France,Male,49,8,0.0,1,1,1,38041.21,0
15601737,725,France,Female,49,2,0.0,1,1,1,100171.05,0
15601738,437,France,Female,67,3,86775.62,1,1,0,143964.02,1
15601739,762,France,Male,55,7,0.0,2,1,0,123883.36,0
15601740,461,Germany,Female,72,2,131585.75,1,0,1,44053.86,0
15601741,460,Spain,Female,45,2,0.0,2,1,0,143403.27,0
15601742,421,Germany,Male,27,8,165495.22,1,1,1,116402.24,1
15601743,503,France,Male,39,4,90019.61,2,1,0,35921.23,0
15601744,812,France,Male,72,9,101807.36,1,1,1,93223.14,0
15601745,406,France,Male,34,0,119474.84,1,0,0,145474.62,0
15601746,606,France,Male,39,6,114081.52,2,0,0,28062.35,0
15601747,505,France,Female,60,6,0.0,1,0,1,51585.67,1
15601748,462,Germany,Male,36,5,107185.28,1,1,0,65502.39,0
15601749,667,France,Female,34,5,0.0,2,1,0,30605.23,0
15601750,396,Spain,Female,41,2,0.0,2,1,1,55398.21,1
15601751,587,France,Male,53,2,86421.12,1,1,1,108463.9,0
